date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2021-06-07,100.96,100.96,97.89,95.03,10090.04,-1.51,-1.52,99.872,101.529,99.578,6811.99,7448.68,10620.73,0.96
2021-06-08,98.19,100.5,96.5,95.5,8854.77,-1.39,-1.42,98.798,100.827,99.457,7393.3,7568.96,10553.25,0.84
2021-06-09,99.11,106.15,106.15,97.5,18314.65,9.65,10.0,99.948,100.881,99.965,9870.0,8714.93,10839.7,1.74
2021-06-10,106.14,106.87,102.6,102.08,23414.74,-3.55,-3.34,100.508,100.869,100.517,13536.09,10136.44,11433.28,2.23
2021-06-11,101.49,102.3,97.73,97.4,9922.31,-4.87,-4.75,100.174,100.324,100.853,14119.3,10348.05,10695.51,0.94
2021-06-15,98.88,98.88,96.15,95.3,6724.68,-1.58,-1.62,99.826,99.849,101.086,13446.23,10129.11,9937.07,0.64
2021-06-16,96.5,97.0,92.95,92.8,6513.36,-3.2,-3.33,99.116,98.957,100.894,12977.95,10185.62,9347.82,0.62
2021-06-17,92.95,94.29,92.9,92.0,4360.52,-0.05,-0.05,96.466,98.207,100.568,10187.12,10028.56,9040.65,0.42
2021-06-18,92.9,99.9,96.42,92.9,14149.18,3.52,3.79,95.23,97.869,100.139,8334.01,10935.05,9189.34,1.35
2021-06-21,96.0,100.68,99.49,96.0,11907.68,3.07,3.18,95.582,97.878,99.964,8731.08,11425.19,9298.71,1.13
2021-06-22,99.5,99.5,97.1,96.59,7023.42,-2.39,-2.4,95.772,97.799,99.664,8790.83,11118.53,9283.6,0.67
2021-06-23,97.16,97.16,95.87,95.09,5167.33,-1.23,-1.27,96.356,97.736,99.282,8521.63,10749.79,9159.38,0.49
2021-06-24,95.7,96.5,96.06,93.83,4378.6,0.19,0.2,96.988,96.727,98.804,8525.24,9356.18,9035.56,0.42
2021-06-25,97.22,97.22,95.49,94.5,5911.64,-0.57,-0.59,96.802,96.016,98.443,6877.73,7605.87,8871.16,0.56
2021-06-28,96.0,98.19,96.51,94.5,4674.45,1.02,1.07,96.206,95.894,98.109,5431.09,7081.09,8714.57,0.44
2021-06-29,97.25,97.34,95.82,93.7,5352.21,-0.69,-0.71,95.95,95.861,97.855,5096.85,6943.84,8536.47,0.51
2021-06-30,95.0,95.0,93.99,91.68,8446.83,-1.83,-1.91,95.574,95.965,97.461,5752.75,7137.19,8661.4,0.8
2021-07-01,94.87,94.87,92.68,91.5,6884.84,-1.31,-1.39,94.898,95.943,97.075,6253.99,7389.62,8709.09,0.66
2021-07-02,92.0,94.0,93.25,90.65,6243.65,0.57,0.61,94.45,95.626,96.748,6320.4,6599.07,8767.06,0.59
2021-07-05,92.0,93.5,91.98,91.45,3895.89,-1.27,-1.36,93.544,94.875,96.377,6164.68,5797.89,8611.54,0.37
2021-07-06,91.99,92.49,92.06,91.01,2519.3,0.08,0.09,92.792,94.371,96.085,5598.1,5347.47,8233.0,0.24
2021-07-07,92.04,99.9,97.67,92.04,12455.46,5.61,6.09,93.528,94.551,96.144,6399.83,6076.29,8413.04,1.19
2021-07-08,95.6,98.24,91.27,91.01,11959.0,-6.4,-6.55,93.246,94.072,95.4,7414.66,6834.33,8095.25,1.14
2021-07-09,91.01,93.95,93.75,90.2,4825.62,2.48,2.72,93.346,93.898,94.957,7131.05,6725.73,7165.8,0.46
2021-07-12,94.18,94.18,92.19,91.79,4982.37,-1.56,-1.66,93.388,93.466,94.68,7348.35,6756.52,6918.8,0.47
2021-07-13,92.01,92.67,91.03,89.66,6508.79,-1.16,-1.26,93.182,92.987,94.424,8146.25,6872.18,6908.01,0.62
2021-07-14,91.03,91.5,90.1,89.4,3312.77,-0.93,-1.02,91.668,92.598,94.282,6317.71,6358.77,6747.98,0.32
2021-07-15,90.1,90.98,88.38,87.6,5441.24,-1.72,-1.91,91.09,92.168,94.056,5014.16,6214.41,6802.01,0.52
2021-07-16,89.0,91.57,89.05,88.7,7195.74,0.67,0.76,90.15,91.748,93.687,5488.18,6309.62,6454.34,0.68
2021-07-19,89.12,89.12,87.25,87.0,6439.04,-1.8,-2.02,89.162,91.275,93.075,5779.52,6563.93,6180.91,0.61
2021-07-20,87.0,88.45,88.0,85.55,3611.89,0.75,0.86,88.556,90.869,92.62,5200.14,6673.19,6010.33,0.34
2021-07-21,88.55,88.55,85.85,84.48,4889.52,-2.15,-2.44,87.706,89.687,92.119,5515.49,5916.6,5996.44,0.47
2021-07-22,85.86,87.99,86.21,85.1,5145.17,0.36,0.42,87.272,89.181,91.627,5456.27,5235.22,6034.77,0.49
2021-07-23,86.22,87.21,81.2,80.35,9838.02,-5.01,-5.81,85.702,87.926,90.912,5984.73,5736.46,6231.09,0.94
2021-07-26,81.21,81.77,75.01,74.0,9102.5,-6.19,-7.62,83.254,86.208,89.837,6517.42,6148.47,6452.49,0.87
2021-07-27,76.01,76.94,73.84,73.69,10411.06,-1.17,-1.56,80.422,84.489,88.738,7877.25,6538.7,6705.44,0.99
2021-07-28,73.4,74.0,73.83,68.01,10700.44,-0.01,-0.01,78.018,82.862,87.73,9039.44,7277.46,6818.12,1.02
2021-07-29,73.88,75.12,71.37,71.12,5660.84,-2.46,-3.33,75.05,81.161,86.665,9142.57,7299.42,6756.92,0.54
2021-07-30,71.37,71.88,70.36,69.0,8355.74,-1.01,-1.42,72.882,79.292,85.52,8846.12,7415.42,6862.52,0.8
2021-08-02,69.25,72.0,71.51,68.2,10349.56,1.15,1.63,72.182,77.718,84.497,9095.53,7806.47,7185.2,0.99
2021-08-03,72.1,74.45,71.15,71.02,7185.74,-0.36,-0.5,71.644,76.033,83.451,8450.46,8163.86,7418.53,0.68
2021-08-04,72.3,72.3,68.8,68.0,12253.19,-2.35,-3.3,70.638,74.328,82.008,8761.01,8900.23,7408.41,1.17
2021-08-05,68.72,70.2,67.95,66.49,12649.08,-0.85,-1.24,69.954,72.502,80.842,10158.66,9650.62,7442.92,1.2
2021-08-06,68.49,68.58,65.99,63.8,13824.87,-1.96,-2.88,69.08,70.981,79.454,11252.49,10049.3,7892.88,1.32
2021-08-09,65.84,72.59,72.59,65.84,9276.23,6.6,10.0,69.296,70.739,78.474,11037.82,10066.68,8107.57,0.88
2021-08-10,77.25,77.25,69.92,69.68,16424.12,-2.67,-3.68,69.05,70.347,77.418,12885.5,10667.98,8603.34,1.56
2021-08-11,70.2,76.91,76.91,70.2,12328.97,6.99,10.0,70.672,70.655,76.759,12900.65,10830.83,9054.15,1.17
2021-08-12,77.5,79.98,74.9,74.6,20855.1,-2.01,-2.61,72.062,71.008,76.085,14541.86,12350.26,9824.84,1.99
2021-08-13,75.3,75.42,75.02,71.46,11607.82,0.12,0.16,73.868,71.474,75.383,14098.45,12675.47,10045.45,1.1
2021-08-16,73.0,79.3,78.4,72.9,16573.54,3.38,4.5,75.03,72.163,74.941,15557.91,13297.87,10552.17,1.58
2021-08-17,78.5,86.24,83.16,76.0,22717.82,4.76,6.07,77.678,73.364,74.699,16816.65,14851.07,11507.47,2.16
2021-08-18,82.2,83.82,82.26,79.6,13105.28,-0.9,-1.08,78.748,74.71,74.519,16971.91,14936.28,11918.25,1.25
2021-08-19,79.77,84.5,84.11,79.77,8341.82,1.85,2.25,80.59,76.326,74.414,14469.26,14505.56,12078.09,0.79
2021-08-20,83.03,84.12,81.9,81.0,5874.0,-2.21,-2.63,81.966,77.917,74.449,13322.49,13710.47,11879.89,0.56
2021-08-23,82.5,82.5,80.0,79.0,7424.2,-1.9,-2.32,82.286,78.658,74.699,11492.62,13525.27,11795.97,0.71
2021-08-24,80.01,80.01,78.0,77.5,6509.67,-2.0,-2.5,81.254,79.466,74.907,8250.99,12533.82,11600.9,0.62
2021-08-25,78.24,79.25,78.5,77.72,3407.03,0.5,0.64,80.502,79.625,75.14,6311.34,11641.63,11236.23,0.32
2021-08-26,78.5,79.77,76.61,76.1,4258.51,-1.89,-2.41,79.002,79.796,75.402,5494.68,9981.97,11166.11,0.41
2021-08-27,77.6,77.6,75.3,74.07,4145.29,-1.31,-1.71,77.682,79.824,75.649,5148.94,9235.72,10955.59,0.39
2021-08-30,74.41,75.62,72.55,71.73,6679.6,-2.75,-3.65,76.192,79.239,75.701,5000.02,8246.32,10772.09,0.64
2021-08-31,72.63,75.17,70.95,70.0,5704.56,-1.6,-2.21,74.782,78.018,75.691,4839.0,6545.0,10698.04,0.54
2021-09-01,71.19,75.68,74.5,70.21,8053.95,3.55,5.0,73.982,77.242,75.976,5768.38,6039.86,10488.07,0.77
2021-09-02,73.9,76.44,72.5,71.3,6678.76,-2.0,-2.69,73.16,76.081,76.204,6252.43,5873.56,10189.56,0.64
2021-09-03,72.5,73.38,71.84,71.0,3431.74,-0.66,-0.91,72.468,75.075,76.496,6109.72,5629.33,9669.9,0.33
2021-09-06,71.3,72.79,71.84,71.0,4419.0,0.0,0.0,72.326,74.259,76.459,5657.6,5328.81,9427.04,0.42
2021-09-07,71.8,71.8,71.52,70.52,3856.25,-0.32,-0.45,72.44,73.611,76.539,5287.94,5063.47,8798.65,0.37
2021-09-08,70.98,75.6,73.75,70.95,6860.43,2.23,3.12,72.29,73.136,76.381,5049.24,5408.81,8525.22,0.65
2021-09-09,73.02,74.0,72.01,71.78,3878.25,-1.74,-2.36,72.192,72.676,76.236,4489.13,5370.78,7676.38,0.37
2021-09-10,72.0,72.48,71.76,70.58,3969.06,-0.25,-0.35,72.176,72.322,76.073,4596.6,5353.16,7294.44,0.38
2021-09-13,71.76,72.78,71.28,71.13,3100.26,-0.48,-0.67,72.064,72.195,75.717,4332.85,4995.23,6620.77,0.3
2021-09-14,73.0,73.0,71.96,70.02,6589.03,0.68,0.95,72.152,72.296,75.157,4879.41,5083.67,5814.33,0.63
2021-09-15,70.6,70.6,69.11,68.11,6952.58,-2.85,-3.96,71.224,71.757,74.5,4897.84,4973.54,5506.7,0.66
2021-09-16,69.15,69.18,66.44,65.8,6351.5,-2.67,-3.86,70.11,71.151,73.616,5392.49,4940.81,5407.18,0.6
2021-09-17,65.21,65.21,62.19,61.77,5847.32,-3.03,-4.65,68.196,70.186,72.631,5768.14,5182.37,5405.85,0.56
2021-09-22,60.66,61.29,60.11,58.6,8831.47,-2.08,-3.35,65.962,69.013,71.636,6914.38,5623.62,5476.21,0.84
2021-09-23,60.8,64.17,63.49,60.12,7384.35,3.38,5.62,64.268,68.21,70.911,7073.44,5976.43,5519.95,0.7
2021-09-24,63.56,63.57,62.0,59.7,7642.51,-1.49,-2.35,62.846,67.035,70.086,7211.43,6054.63,5731.72,0.73
2021-09-27,61.27,62.98,62.1,61.27,4453.0,0.1,0.16,61.978,66.044,69.36,6831.73,6112.11,5741.45,0.42
2021-09-28,62.1,63.96,63.1,61.21,5032.03,1.0,1.61,62.16,65.178,68.75,6668.67,6218.41,5785.78,0.48
2021-09-29,62.21,62.5,59.36,59.26,6205.38,-3.74,-5.93,62.01,63.986,68.091,6143.45,6528.92,5762.07,0.59
2021-09-30,59.89,63.48,63.41,59.68,7962.17,4.05,6.82,61.994,63.131,67.714,6259.02,6666.23,5874.95,0.76
2021-10-08,63.3,63.58,61.35,61.26,6417.0,-2.06,-3.25,61.864,62.355,67.056,6013.92,6612.67,5793.1,0.61
2021-10-11,61.4,62.78,61.26,60.41,5974.24,-0.09,-0.15,61.696,61.837,66.494,6318.16,6574.95,5757.88,0.57
2021-10-12,61.02,62.09,61.42,60.13,5450.21,0.16,0.26,61.36,61.76,65.973,6401.8,6535.24,5858.8,0.52
2021-10-13,61.1,61.61,61.17,60.1,3050.1,-0.25,-0.41,61.722,61.866,65.44,5770.74,5957.1,5790.36,0.29
2021-10-14,60.91,61.51,60.65,60.19,3481.62,-0.52,-0.85,61.17,61.582,64.896,4874.63,5566.83,5771.63,0.33
2021-10-15,61.2,61.2,59.76,59.03,3220.69,-0.89,-1.47,60.852,61.358,64.197,4235.37,5124.64,5589.64,0.31
2021-10-18,59.76,60.0,58.19,57.58,5896.69,-1.57,-2.63,60.238,60.967,63.506,4219.86,5269.01,5690.56,0.56
2021-10-19,59.0,59.96,59.46,57.37,5614.0,1.27,2.18,59.846,60.603,62.891,4252.62,5327.21,5772.81,0.53
2021-10-20,59.46,59.78,57.22,56.52,6289.85,-2.24,-3.77,59.056,60.389,62.188,4900.57,5335.66,5932.29,0.6
2021-10-21,57.25,62.93,59.2,57.25,16883.77,1.98,3.46,58.766,59.968,61.55,7581.0,6227.82,6447.02,1.61
2021-10-22,60.52,65.12,65.12,60.52,25571.48,5.92,10.0,59.838,60.345,61.35,12051.16,8143.27,7377.97,2.43
2021-10-25,64.02,65.0,63.52,60.2,34772.05,-1.6,-2.46,60.904,60.571,61.204,17826.23,11023.05,8799.0,3.31
2021-10-26,62.3,62.85,58.95,58.5,20858.23,-4.57,-7.2,60.802,60.324,61.042,20875.08,12563.85,9549.54,1.99
2021-10-27,58.1,59.43,53.09,53.06,22422.86,-5.86,-9.94,59.976,59.516,60.691,24101.68,14501.12,10229.11,2.13
2021-10-28,51.96,51.96,50.92,49.48,16007.68,-2.17,-4.09,58.32,58.543,60.063,23926.46,15753.73,10660.28,1.52
2021-10-29,51.11,52.69,51.9,49.69,12382.86,0.98,1.93,55.676,57.757,59.558,21288.74,16669.95,10897.3,1.18
2021-11-01,51.45,53.98,53.3,50.85,9560.62,1.4,2.7,53.632,57.268,59.118,16246.45,17036.34,11152.68,0.91
2021-11-02,53.0,54.69,52.23,52.17,5878.12,-1.07,-2.01,52.288,56.545,58.574,13250.43,17062.75,11194.98,0.56
2021-11-03,51.19,53.38,52.51,51.19,4902.16,0.28,0.54,52.172,56.074,58.232,9746.29,16923.98,11129.82,0.47
2021-11-04,52.5,52.97,52.34,51.52,4710.15,-0.17,-0.32,52.456,55.388,57.678,7486.78,15706.62,10967.22,0.45
2021-11-05,52.33,52.8,51.73,51.55,4758.15,-0.61,-1.17,52.422,54.049,57.197,5961.84,13625.29,10884.28,0.45
2021-11-08,51.3,53.0,51.37,51.1,6593.85,-0.36,-0.7,52.036,52.834,56.703,5368.49,10807.47,10915.26,0.63
2021-11-09,51.71,53.02,52.46,50.77,7991.58,1.09,2.12,52.082,52.185,56.255,5791.18,9520.8,11042.33,0.76
2021-11-10,52.46,53.9,52.95,52.46,7552.3,0.49,0.93,52.17,52.171,55.844,6321.21,8033.75,11267.44,0.72
2021-11-11,52.95,58.25,58.25,52.77,12198.76,5.3,10.01,53.352,52.904,55.724,7818.93,7652.86,11703.29,1.16
2021-11-12,59.08,60.0,57.48,56.0,15954.73,-0.77,-1.32,54.502,53.462,55.61,10058.24,8010.04,12339.99,1.52
2021-11-15,57.45,63.22,62.13,56.33,17901.95,4.65,8.09,56.654,54.345,55.807,12319.86,8844.18,12940.26,1.7
2021-11-16,62.1,62.68,61.97,60.2,9814.76,-0.16,-0.26,58.556,55.319,55.932,12684.5,9237.84,13150.3,0.93
2021-11-17,61.58,62.43,60.1,59.1,10934.77,-1.87,-3.02,59.986,56.078,56.076,13360.99,9841.1,13382.54,1.04
2021-11-18,59.48,60.1,58.8,58.57,4753.94,-1.3,-2.16,60.096,56.724,56.056,11872.03,9845.48,12776.05,0.45
2021-11-19,58.8,60.2,60.2,57.81,6590.65,1.4,2.38,60.64,57.571,55.81,9999.21,10028.73,11827.01,0.63
2021-11-22,60.13,60.16,58.25,57.91,7833.43,-1.95,-3.24,59.864,58.259,55.547,7985.51,10152.69,10480.08,0.75
2021-11-23,58.0,58.0,56.2,55.41,11913.22,-2.05,-3.52,58.71,58.633,55.409,8405.2,10544.85,10032.83,1.13
2021-11-24,56.2,57.21,56.88,55.83,6045.12,0.68,1.21,58.066,59.026,55.599,7427.27,10394.13,9213.94,0.58
2021-11-25,56.88,58.65,57.32,56.38,6073.25,0.44,0.77,57.77,58.933,55.919,7691.13,9781.58,8717.22,0.58
2021-11-26,57.28,57.32,55.5,54.96,7368.77,-1.82,-3.17,56.83,58.735,56.099,7846.76,8922.99,8466.51,0.7
2021-11-29,54.9,54.9,53.6,52.99,6301.1,-1.9,-3.42,55.9,57.882,56.114,7540.29,7762.9,8303.54,0.6
2021-11-30,53.88,54.35,53.43,53.06,4217.79,-0.17,-0.32,55.346,57.028,56.174,6001.21,7203.2,8220.52,0.4
2021-12-01,53.43,54.35,54.35,53.01,5935.99,0.92,1.72,54.84,56.453,56.266,5979.38,6703.33,8272.21,0.57
2021-12-02,54.52,54.64,52.65,52.55,5878.24,-1.7,-3.13,53.906,55.838,56.281,5940.38,6815.76,8330.62,0.56
2021-12-03,52.72,53.29,53.13,52.31,3217.18,0.48,0.91,53.432,55.131,56.351,5110.06,6478.41,8253.57,0.31
2021-12-06,53.12,57.98,55.13,53.1,10853.55,2.0,3.76,53.738,54.819,56.539,6020.55,6780.42,8466.55,1.03
2021-12-07,55.5,60.64,60.64,55.0,26616.84,5.51,9.99,55.18,55.263,56.948,10500.36,8250.78,9397.82,2.53
2021-12-08,62.0,64.53,63.08,60.8,31225.0,2.44,4.02,56.926,55.883,57.455,15558.16,10768.77,10581.45,2.97
2021-12-09,63.5,66.1,64.38,62.98,32317.37,1.3,2.06,59.272,56.589,57.761,20845.99,13393.18,11587.38,3.08
2021-12-10,63.0,66.0,62.94,61.0,24374.81,-1.44,-2.24,61.234,57.333,58.034,25077.51,15093.79,12008.39,2.32
2021-12-13,62.0,63.27,61.0,60.5,19318.03,-1.94,-3.08,62.408,58.073,57.978,26770.41,16395.48,12079.19,1.84
2021-12-14,61.0,61.0,59.44,59.1,12903.49,-1.56,-2.56,62.168,58.674,57.851,24027.74,17264.05,12233.63,1.23
2021-12-15,59.97,59.97,58.28,57.83,10597.0,-1.16,-1.95,61.208,59.067,57.76,19902.14,17730.15,12216.74,1.01
2021-12-16,58.79,59.8,59.67,57.72,12643.37,1.39,2.38,60.266,59.769,57.804,15967.34,18406.66,12611.21,1.2
2021-12-17,59.5,60.49,58.75,58.03,10406.95,-0.92,-1.54,59.428,60.331,57.731,13173.77,19125.64,12802.03,0.99
